id,sentiment,review
40,1,We also describe a method to acquire the collocational information from a corpus of four kanzi character words .
41,5,Call this new node X _comma_ and call the path traversed to reach it p .
42,2,In  _comma_ each conjunct contains different numbers of modifiers of different types ( an adverbial phrase with two prepositional phrases ) .
43,3,(B1) EFFECTIVENESS :
44,7,In this section _comma_ I present experimental results using a more rigorous evaluation methodology .
45,3,positional ( like in )
46,3,In  _comma_ the noun phrase headed by otona `` adult '' is judged to be prescriptive _comma_ as it is the complement of the copular naru `` become '' .
47,3,We show how lexical functions can be thought to reflect cross-linguistic meaning concepts for collocational structures and their translational equivalents _comma_ and therefore suggest themselves as some kind of language-independent semantic primitives from which translation strategies can be developed .
48,3,For example _comma_ the English sentence  :
49,3,Some denote a change of position which always occur ( voyager-to travel ) .
50,7,In this section we review the relevant facts for two such forms of ellipsis _comma_ namely gapping and VP-ellipsis _comma_ and also compare these with facts concerning non-elliptical event reference .
51,1,This paper presents a new experimental method for determining whether a discourse strategy is effective and presents experimental results on a strategy for supporting deliberation .
52,3,As an example of how these figures relate to overall accuracies _comma_ LOB-B contains 32.35 % ambiguous tokens with respect to the lexicon from LOB-B-J _comma_ and the overall accuracy in the D0+T0 case is hence 98.69 % .
53,3,While we have used bigrams as an easily-accessible platform to develop and test the model _comma_ more substantial improvements might be obtainable for more informative configurations .
54,3,Then we shift our attention to more microscopic one _comma_ in which _comma_ roughly speaking _comma_ the important part of semantics of complex sentence is formalized as relations among semantic roles that appear in the main clause or the subordinate clause .
55,3,More specifically _comma_ the constraints applied in creating islands are such that islands do not have to be adjacent _comma_ but may be separated by non-covered input .
56,3,The key idea underlying our approach is to think about LFG model theoretically .
57,3,The ambiguity types resolved by this model are analysed and compared to ambiguity types of English and French .
58,2,For example _comma_ consider the ambiguous sentence _comma_
59,3,Note that we allow the input to be a full FSA ( possibly including cycles _comma_ etc. ) since some of the above-mentioned techniques indeed result in cycles .
60,5,Brill et al. 1990 try to infer grammatical category from bigram statistics .
61,3,We wish to exploit these constraints .
62,3,the evaluation of the accuracy of the rhetorical structure analysis carried out previously Sumita 1992 showed 74 % .
63,3,We will cut at each node whose entropy exceeds a threshold value .
64,7,In the following _comma_ we introduce examples for default processing triggered during the German inflection process in VM-GEN to substantiate the global statements made in section  .
65,2,Recently _comma_ Murata and Nagao 1993 have proposed a method of determining the referentiality property and number of nouns in Japanese sentences for machine translation into English _comma_ but the research has not yet been extended to include the actual English generation .
66,3,The only extra work we have to perform is that we have to find somewhere to put the interpretation of the focussed item itself .
67,3,The unacceptability of these examples suggests that word by word identity is insufficient _comma_ and that deleted material must have identical syntactic structure _comma_ as well as identical lexical meanings .
68,3,If we mirror the Japanese bracketing structure in English to form the initial TNCB _comma_ we obtain : ( ( book the ) ( red is ) ) .
69,3,In this case _comma_ the anaphoric expression is constrained to have the same semantics as the copied constituent .
70,3,For simple tenses  is the speech time _comma_ and therefore simple tenses are not anaphoric .
71,4,Recognizing the structure of text is an essential task in text understanding Grosz and Sidner 1986 .
72,3,Table  lists the possible temporal relations between the eventualities described by two consecutive sentences without temporal expressions or cue words _comma_ where the first sentence ( S ) may have any tense and aspect and the second sentence ( S ) expresses a simple past event .
73,4,Vowel and Diacritic Shifts
74,3,The over-generalization seems to be produced because of little difference in the nouns included in the rival classes .
75,3,B may not think that p is relevant _comma_
76,3,Alternatively _comma_ the anaphoric expression could be resolved purely semantically _comma_ resulting in the discharge of the anaphoric assumption P .
77,4,There is a well-known debate in psycholinguistics concerning the bilingual mental representation : independence position assumes that bilingual memory is represented by two functionally independent storage and retrieval systems _comma_ whereas interdependence position hypothesizes that all information of languages exists in a common memory store .
78,6,We used the SPSS system for statistical data analysis _comma_ which has as one of its features a complete discriminant analysis SPSS 1990 .
79,3,An outside-in quantifier scoping algorithm based on Lewin 1990 .
80,5,Distituency is marked by a mutual information minima .
81,3,Further research applying the same techniques to a broader set of data should establish the generality of the control rules suggested here .
82,3,The inconclusive nature of the results obtained was due to a number of limiting factors of the implementation including the simplicity of the grammar and the lack of available data .
83,3,It will take a sentence _comma_ locate the subject and then find the head of the subject .
84,3,In example  the fact that the key is mentioned only in the second sentence of links with the second thread .
85,6,We refine our previous analysis to account for cases where an f-structure is reached by multiple paths from an enclosing f-structure .
86,4,The sentence in  usually has the logical form ( LF ) in .
87,3,Tag induction fails for cardinals ( for the reasons mentioned above ) and for `` - ing '' forms .
88,6,In order to represent grammar rules distributively _comma_ we adopt categorial grammar _comma_ where we can an attach local grammar rule to each word and phrase .
89,3,Tests  a show two more heuristic methods for determining whether a noun phrase has generic reference .
90,3,The premise of R is obvously not only Q but both P and Q .
91,5,Ebobisse 1989 grouped the Sawabantu languages of Cameroon by whether phonological correspondences in matching vocabulary items were complete _comma_ partial _comma_ or lacking .
92,5,This would then be reduced by the clauses for apply to result in  .
93,5,Heeman and Hirst 1992 rendered Clark and Wilkes-Gibbs 's model computationally by casting it into the planning paradigm .
94,3,Therefore unlike the `` garu / gat-ta '' case _comma_ the experiencer also can be an obligatory semantic role of higher clause as well as the speaker .
95,5,The enhanced dialogue model has four levels : the domain level which consists of the domain plan being constructed for the user 's later execution _comma_ the problem-solving level which contains the actions being performed to construct the domain plan _comma_ the belief level which consists of the mutual beliefs pursued during the planning process in order to further the problem-solving intentions _comma_ and the discourse level which contains the communicative actions initiated to achieve the mutual beliefs Chu-Carroll and Carberry 1994 .
96,3,If this is the case _comma_ it might be highly misguided to attempt to capture  using a logical specification language .
97,3,harry would get type-raised by the raise clause to produce  _comma_ and then composed with found _comma_ with the result shown in the following query :
98,3,Note that the feature structure at the root of a PLPATR derivation tree will not involve re-entrancy .
99,3,We estimate that if referentiality could be determined 100 % correctly then the percentage of noun phrases with correctly generated articles and number could be improved to 96 % in the test set we studied .
100,2,We empirically compared the performance of our method based on the MDL Principle against the Maximum Likelihood Estimator in word clustering _comma_ and found that the former outperforms the latter .
101,3,To test its feasibility _comma_ this computational model is implemented in a system called PROVERB .
102,4,Let 's assume that the latter relation is stated by pairs of trees .
103,5,For example _comma_ the two conjuncts in  share the feature +MANNER .
104,5,locations which are concrete places ( a room ; a house ; a street ) ;
105,3,The literature on ellipsis and event reference is voluminous _comma_ and so we will not attempt a comprehensive comparison here .
106,3,N to
107,5,In their approach _comma_ word boundaries are identified through purely statistical information ( the HMM model ) without regarding such linguistic knowledge _comma_ as dictionaries .
108,3,Although the grammar is linked to a lexicon containing definitions for 40000 base forms of words _comma_ the experiments draw on a much smaller lexicon of 600 words ( consisting of closed class vocabulary and _comma_ for open-class vocabulary _comma_ definitions of just a sample of words which taken together exhibit the full range of possible complementation patterns ) _comma_ since issues of lexical coverage are of no concern here .
109,3,We also recommended using an underspecified representation of temporal / rhetorical structure to avoid generating all solutions until higher-level knowledge can aid in reducing ambiguity .
110,3,Since the final state c  matches the state immediately before the conjunction _comma_ the two strings can combine .
111,5,A second indirect way of signalling discourse structure is intonation .
112,2,They assumed compound nouns consist of only one character words and two character words .
113,3,For instance _comma_ the word danses ( the plural of the noun danse or a second person form of the verb danser ( to dance ) has the following analyses :
114,2,There has been no method proposed to date _comma_ however _comma_ that learns dependencies between case slots in the natural language processing literature .
115,4,In some cases information from the corrected material is incorporated into the final message .
116,6,The results we report here are obtained using an implementation written in Common Lisp that uses Screamer Siskind and McAllester 1993 _comma_ a macro package that provides nondeterministic constructs .
117,4,One widely used approach makes use of a statistical technique called a Hidden Markov Model ( HMM ) .
118,3,LHIP provides a processing method which allows selected portions of the input to be ignored or handled differently .
119,3,These were prompts _comma_ repetitions and summaries .
120,3,Succeeds if the input S can be parsed as an instance of category C .
121,3,MIS is different from mutual information because MIS takes account of the position of the word ( left / right ) .
122,3,This predicts that any substring of a sentence can coordinate with itself _comma_ and hence that any substring of a sentence can act as a conjunct .
123,3,When agglomerative clustering of phonetic string comparison distances is applied to Gaelic _comma_ reasonable dialect boundaries are obtained _comma_ corresponding to national and ( within Ireland ) provincial boundaries .
124,5,For slot-based models _comma_ with the independence assumption _comma_ the following probabilities .
125,5,Elsewhere we show that
126,3,As each root does not occur in all vocalisms and patterns _comma_ each lexical entry is associated with a feature structure which indicates inter alia the possible patterns and vocalisms for a particular root .
127,3,The rhetorical structure also provides the rhetorical relation between the extracted sentences _comma_ and can be used to generate appropriate connectives between them .
128,5,In a dynamic grammar _comma_ any substring of a sentence can be assigned a type .
129,2,Furthermore _comma_ it lends itself readily to an extension for the intensional verb case that has advantages over the widely-assumed account of Partee and Rooth 1983 .
130,3,This appendix contains an example of a tagged corpus .
131,5,Based on this calculation the algorithm constructs the dependency forest shown in Figure  _comma_ because the mutual information between and _comma_ and are large enough _comma_ but not the others .
132,3,the conjunction clause is searched for before either of the two s clauses ;
133,3,can elaborate on if describes an event _comma_ or
134,3,Each simulation was scored for the number of correct segmentation points inserted _comma_ as compared to the natural English segmentation .
135,5,It is also common to find interruptions requesting extra clarification _comma_ or disagreements before the end of a sentence .
136,3,This work has principally been developed on text of technical manuals from Perkins Engines Ltd. _comma_ which have been translated by a semi-automatic process Pym 1993 .
137,3,However _comma_ the overall form of the model  does not depend on this assumption _comma_ and we will next investigate an estimate for derived by averaging estimates for the conditional probabilities that follows words that are distributionally similar to .
138,3,Thus we shall proceed as follows .
139,3,This conclusion is independent of the choice of the element  .
140,3,There are a number of reasons for choosing the Brown Corpus data for training .
141,4,Although the usefulness of on-line semantic filtering during the processing of complete sentences is debatable _comma_ filtering has a more plausible role to play in interactive _comma_ real-time environments _comma_ such as interactive spell checkers ( see e.g. Wirn 1990 for arguments for incremental parsing in such environments ) .
142,5,This process continues until the expression _comma_ kept in the participants ' common ground _comma_ is mutually accepted .
143,3,Thirdly _comma_ the distribution of interruptions and summaries differs across dialogue types .
144,3,Morphophonological interactions may be quite complex _comma_ and the purpose of morphological processing is to derive syntactic and semantic analyses from words and vice versa for the purpose of full NLP. Reasonably quick compilation is required _comma_ and run-time speed need only be moderate .
145,3,The analysis suggests that discourse participants often mutually agree to a change of topic .
146,3,In source clauses of gapping constructions _comma_ constituents in the source that are parallel to the overt constituents in the target are abstracted out of the clause representation .
147,5,If on the other hand we assume that the random variables are independent _comma_ we only need to calculate and compare Li and Abe 1995 .
148,3,Given the correspondence between the definitions of a PTH and a PCFG it should be apparent that the training methods which apply to one can equally be used with the other .
149,4,In information-theoretic terms _comma_ the number of decisions required is smaller _comma_ and hence the tagger need contribute less information to make the decisions .
150,3,The spelling pattern 194 referred to here is the one depicted in a different form in Figure  .
151,5,The two taggers have the same tokeniser and morphological analyser .
152,3,In the first experiment we tagged the text with the Brown Corpus lexicon supplied with the taggers and hence had only those unknown words which naturally occur in this text .
153,3,The transfer module maps  onto which is then synthesised by the French module to .
154,3,Roughly speaking _comma_ the f-terminator of a node is the node from which it gets the value for the feature f. Because of the constraints on the form of PLPATR productions _comma_ the derivations between the root of  and these terminators cannot in general depend on more than a bounded part of the feature structures and .
155,2,The problem with these approaches is that they assign a dual life to pragmatic inferences : in the initial stage _comma_ as members of a simple or complex utterance _comma_ they are defeasible .
156,2,This distinguishes this account from others that assume either that utterance actions always succeed or that they succeed unless the addressee previously believed otherwise Litman and Allen 1990 _comma_ Grosz and Sidner 1990 .
157,3,Of course _comma_ sometimes it is possible to take advantage of certain cue words which either indicate or constrain the rhetorical relation .
158,3,The first point to note is that the examples here are only a subset of the types of IRU 's that occur in dialogues .
159,3,The second problem is that all non-unit clauses of the program are added to the chart .
160,5,These formulas manipulate basic assertions of the form  _comma_ for f-structures f and meaning logic terms M .
161,3,So a mutual belief supported as an inference can get defeated by linguistic information .
162,3,But it remains to be seen how readily the equations used for ellipsis here can be integrated into Pulman 's framework .
163,3,Since the number of parameters that exist in a multi-dimensional joint distribution is exponential if we allow n-ary dependencies in general _comma_ it is infeasible to estimate them with high accuracy with a data size available in practice .
164,3,Rather it is a constraint on the actions that the agent may plan to do .
165,3,If  is computable then for some effective function _comma_ for each feature structure F _comma_ [ a list of the resolvants of F .
166,5,As another example _comma_ certain techniques to deal with ill-formed input can be characterized as finite state transducers Lang 1989 ; the composition of an input string with such a finite state transducer results in a FSA that can then be input for syntactic parsing .
167,2,Research to date has focused on determining to which of these sources infants might be sensitive _comma_ but little work has been done to determine the potential usefulness of each source .
168,3,so the abstract does not contain fragmentary sentences which cannot be understood alone .
169,5,Some of the future lines of research outlined above have been already investigated and their results included in Ribas 1994a .
170,3,There is no reason why clustering sentences for prediction should not be combined with clustering words to reduce sparseness ; the two operations are orthogonal .
171,5,As an illustration of how the semantic rules can be simulated in first-order unification _comma_ consider the derivation of the constituent harry found _comma_ where harry has the category np with LF harry ' and found is a transitive verb of category  with LF
172,3,forall and exists are encoded similarly to abstraction _comma_ in that they take a functional argument and so object-level binding of variables by quantifiers is handled by meta-level  - abstraction .
173,4,In this example _comma_ one of the possible accounts for this interpretation is the following .
174,4,We are specially interested on SRs _comma_ which can be expressed as semantic type constraints that a word sense imposes on the words with which it combines in the process of semantic interpretation .
175,3,It remains to be seen how bottom-up Earley deduction compares with ( and can be combined with ) the improved top-down Earley deduction of Doerre 1993 _comma_ Johnson 1993 and Neumann forthcoming _comma_ and to head-driven methods with well-formed substring tables Bouma and van Noord 1993 _comma_ and which methods are best suited for which kinds of problems ( e.g. parsing _comma_ generation _comma_ noisy input _comma_ incremental processing etc . )
176,3,In the parse-forest grammar _comma_ complex symbols are non-terminals _comma_ atomic symbols are terminals .
177,3,Both occurrences are miscategorized _comma_ since its context vectors do not provide enough evidence for the verbal use .
178,3,In terms of ambiguity rates _comma_ the English _comma_ French _comma_ and German texts are thus quite comparable .
179,5,We concentrate here _comma_ however _comma_ on just one part of that system _comma_ the discourse actor which drives the actions of the dialogue manager module .
180,5,This undecidability result is usually circumvented by considering subsets of DCGs which can be recognized effectively .
181,3,There are two competing goals of incremental generation for spoken output _comma_ that must be taken into account when estimating the usefulness of defaults :
182,4,The wealth of literature on tone and intonation has amply demonstrated that voice pitch ( F  ) in speech is under independent linguistic control .
183,5,For example _comma_ if X is a unary function _comma_ then the semantic rule is  _comma_ and if the functions have two arguments _comma_ then the rule is .
184,3,Her example which we reproduce in figure  can also be accounted for using the continuing / retaining distinction .
185,1,The paper describes a parser for Categorial Grammar which provides fully word by word incremental interpretation .
186,3,In Tables  - _comma_ we summarize our results .
187,3,If steps  and attempt to place conflicting values in the RHET_RELN slot _comma_ the parse will fail .
188,3,decomposition of complex utterances through recursive linguistic structure .
189,7,This section shows the application of the similarity between words to text analysis -- measuring similarity between texts _comma_ and measuring text coherence .
190,3,Here ` 0 ' indicates the absence of the case slot in question .
191,2,On the other hand _comma_ conventional knowledge or script-based abstract generation systems Lehnert 1980 _comma_ Fum 1986 _comma_ owe their success to the limitation of the domain _comma_ and cannot be applied to document with varied subjects _comma_ such as popular scientific magazine .
192,3,The limitations of the system are mainly due to errors in the rhetorical structure analysis and the sentence-selection-type abstract generation .
193,4,The analysis of temporal expressions in natural language discourse provides a challenge for contemporary semantic theories .
194,1,We propose an extension to these states which handles some additional cases of multiple ambiguous pronouns .
195,1,We propose a new formalism _comma_ called `` stratified logic '' _comma_ that correctly handles the pragmatic inferences _comma_ and we start by giving a very brief introduction to the main ideas that underlie it .
196,3,We begin with a version of the interpretation which lacks a treatment of re-entrant feature structures _comma_ then provide an extended interpretation which allows them .
197,3,Note that we use garu as a value of the relation feature meant by ` rel ' .
198,3,is a set _comma_
199,5,Merialdo 's conclusion is that taggers should be trained using as much hand-tagged text as possible to begin with _comma_ and only then applying BW re-estimation with untagged text .
200,3,Preference judgement selects the structure candidate with the lowest penalty score _comma_ a value determined based on preference rules on every two neighboring relations in the candidate .
201,3,The likelihood for this to happen by chance decreases drastically with increased rule length .
202,5,A link marking can be removed if the linked categories resp. the linked semantic forms are identical ( rule local-success ) .
203,3,We are aware that this ranking usually coincides with surface constituent order in English .
204,3,A possible characterisation of total vs. partial downstep now arises : if  then we have total downstep _comma_ but if then we have partial downstep .
205,3,To find the most probable parse for a sentence _comma_ we simply find the path from word to word which maximizes the product of the state transitions ( as we have a first order Markov process ) .
206,3,Corpus LOB-B-J was used to train the model _comma_ and LOB-B _comma_ LOB-L and LOB-B-G were passed through thirty iterations of the BW algorithm as untagged data .
207,3,Secondly _comma_ any corpus of text usually contains only those errors that were left undetected in the text .
208,3,Firstly _comma_ for each word type in the corpus we can collect the transitions with which it occurs and calculate its probability distribution over all possible transitions ( an infinite number of which will be zero ) .
209,3,Now for the satisfaction definition .
210,4,On the basis of the usefulness of probabilistic context-free grammars Charniak 1993 _comma_ it is plausible to assume that that the extension of probabilistic techniques to such structures will allow the application of known and new techniques of parse ranking and grammar induction to more interesting grammars than has hitherto been the case .
211,5,Cuv 1951 felt that there can be no dialect boundaries because transitions are gradual .
212,3,Candidate generation generates all possible rhetorical structures described by binary trees which do not violate segmentation restrictions .
213,3,The existence of a collocation function is established during analysis .
214,7,In this section _comma_ we consider a heuristic for producing a motivated guess for the initial TNCB .
215,3,The simplicity of the Design-World task means that its structure is a subcomponent of many other tasks .
216,1,not requiring greater than second-order matching for dealing with quantifiers .
217,3,The percent of successes that both algorithms get indicates that syntax has a strong influence _comma_ and that at the very least we can reduce the amount of inference required .
218,3,As an example _comma_ the sentence the woman stole a bike is interpreted as
219,3,This rule is represented in the grammar as a part of the description of subcategorization frames for verbs .
220,3,I 'm also indebted to Michael Berry for SVDPACK and to the Penn Treebank Project for the parsed Brown corpus .
221,3,Step 2 .
222,3,This second step replaces the use of the independence assumption in the original back-off model .
223,2,However _comma_ since conventional word-frequency-based abstract generation systems Kuhn 1958 are lacking in inter-sentential or discourse-structural analysis _comma_ they are liable to generate incoherent abstracts .
224,3,In this paper _comma_ we call a member of a noun partition a ` noun cluster _comma_ ' and a member of a verb partition a ` verb cluster ' .
225,3,Suppose that we generalize LIG to allow the stack to be passed from the mother to two daughters .
226,6,Memoization and reuse of partial results
227,3,This separation allows for an analysis in DRT of temporal subordinate clauses in quantified sentences _comma_ which avoids Partee 's problem altogether .
228,3,Unless grammar size takes on proportionately much more significance for such longer inputs _comma_ which seems implausible _comma_ it appears that in fact the major problems do not lie in the area of grammar size _comma_ but in input length .
229,2,This distinguishes collaborative negotiation from non-collaborative negotiation such as labor negotiation Sycara 1989 .
230,7,In the following section _comma_ we introduce the extended  - calculus .
231,3,The merge in the second step of the algorithm is chosen to be the one minimizing the increase in entropy between the unmerged and the merged clusters .
232,3,For example _comma_ the sentence `` every man found a bone '' has as a possible LF  _comma_ with the -Prolog representation :
233,3,The training and test corpora were drawn from the LOB corpus and the Penn treebank .
234,3,A second experiment shows that there are different patterns of re-estimation _comma_ and that these patterns vary more or less regularly with a broad characterisation of the initial conditions .
235,3,Precision amounts to 79.2 % .
236,1,In this paper we present a formalization of the centering approach to modeling attentional structure in discourse and use it as the basis for an algorithm to track discourse context and bind pronouns .
237,4,By ` dependency ' is meant the relation that exists between case slots which constrains the possible values assumed by each of those case slots .
238,3,Our solution to these problems is the application of a singular value decomposition .
239,4,The ( context-free ) grammar defining this intersection is simply constructed by keeping track of the state names in the non-terminal category symbols .
240,5,A discourse module might combine theories on _comma_ e.g. _comma_ centering or local focusing Grosz et al. 1983 _comma_ Sidner 1979 _comma_ global focus Grosz 1977 _comma_ coherence relations Hobbs 1985 _comma_ event reference Webber 1986 _comma_ intonational structure Pierrehumbert and Hirschberg 1990 _comma_ system vs. user beliefs Pollack 1986 _comma_ plan or intent recognition or production Cohen 1978 _comma_ Allen and Perrault 1980 _comma_ Sidner and Israel 1981 _comma_ control Whittaker and Stenton 1988 _comma_ or complex syntactic structures Prince 1985 .
241,3,We distinguish 4 categories on the basis of which kind of `` location '' they intrinsically refer to .
242,3,This means that we do not need externally-given grammar rules but those rules reside within each word or each phrase .
243,3,By bringing filtering into the logic underlying the grammar it is possible to show in a perspicuous and logically clean way how and why filtering can be optimized in a particular fashion and how various approaches relate to each other .
244,5,This constraint is imposed only to require that the second clause contain the past perfect instead of the simple past .
245,3,Transition probabilities were generalized in the ways discussed in the previous section .
246,4,Words in a language are organized by two kinds of relationship .
247,3,The Actual sentence evaluation is carried out in a demerit marking way .
248,3,In all _comma_ the most accurate technique achieved an accuracy of 81 % as compared to the 67 % achieved by guessing left-branching .
249,2,As illustrated in Section  _comma_ this assumption is not necessarily valid in practice .
250,3,It consists of two parts _comma_ the constraint-based portion and the preference-based portion :
251,3,and so M from the original query is
252,3,It has been often noted Halliday and Hasan 1976 _comma_ inter alia _comma_ that it is the main verb do that is operative in these forms of anaphora _comma_ in contrast to the auxiliary do operative in VP-ellipsis .
253,4,The resulting sense groupings should be useful for a variety of purposes _comma_ although ultimately this work is motivated by the goal of sense disambiguation for unrestricted text using unsupervised methods .
254,3,The third column gives the standard error for the gradient and intercept .
255,3,If there are still unattached PPs _comma_ apply the attachment procedure again .
256,5,Note that these transitions are more specific than focus movement as described in Sidner 1983 .
257,3,Each point represents the difference in the means of 100 runs of each strategy at a particular AWM setting .
258,7,In this section we show how the phenomena presented in Section  follow from these properties .
259,3,This can be generalised to the following rule _comma_ which is similar to Function Application in standard CG
260,3,In the ADs _comma_ the objective is to develop a collaborative plan through a series of conversational exchanges .
261,7,Section  describes how the semantic network is systematically constructed from the English dictionary .
262,5,The i-th element is the distance ( the length of the shortest path ) between dictionary and the i-th origin _comma_  .
263,3,Noun phrases _comma_ e.g. this _comma_ that _comma_ this NP _comma_ that NP _comma_ those NP _comma_ these NP
264,2,An unfortunate aspect of Bar-Hillel 's first system was that the application rule only ever resulted in a primitive type .
265,4,To understand conversational implicatures associated with indirect replies one must consider discourse expectations _comma_ discourse plans _comma_ and discourse relations Green 1992 _comma_ Green and Carberry 1994 .
266,3,The features are designed to be general and _comma_ for the most part _comma_ grammar and domain independent .
267,3,It is familiar from the psycholinguistic literature that there is a preference for attaching the with phrase as an instrumental argument of the verb ( as in  ) _comma_ on the reading where the telescope is the instrument of seeing ) .
268,3,This technique does not require specially prepared training data and employs fully unsupervised statistical learning using the lexicon supplied with the tagger and word-frequencies obtained from a raw corpus .
269,3,A closer look reveals that many clusters embody finer distinctions .
270,3,As we noted in the last paragraph _comma_ it is the nature of parsing incrementally that we don't know what words are to come next .
271,4,The design of an appropriate tagset is subject to both external and internal criteria .
272,4,Here the choice is between whether or not to have semantic filtering at all _comma_ rather than whether to do it on-line _comma_ or at the end of the sentence .
273,1,We present some variations affecting the association measure and thresholding on a technique for learning Selectional Restrictions from on-line corpora .
274,5,In Kehler 1994c _comma_ we showed how this architecture also accounted for the facts that Levin and Prince noted about gapping .
275,3,apply this method to disambiguate other syntactic structures such as dependency relations .
276,3,In our view this is crucial .
277,4,Tense interpretation has received much attention in linguistics Partee 1984 _comma_ Hinrichs 1986 _comma_ Nerbonne 1986 _comma_ inter alia _comma_ and natural language processing Webber 1988 _comma_ Kameyama et al. 1993 _comma_ Lascarides and Asher 1993 _comma_ inter alia .
278,4,Learning dependencies that exist between these generalized case frame slots .
279,3,As a first experiment _comma_ we used our method to classify the 64 nouns appearing most frequently as heads of direct objects of the verb `` fire '' in one year ( 1988 ) of Associated Press newswire .
280,3,Observe the symmetries in this table .
281,5,For instance _comma_ they are categorized by the degree of possibilities of coreference between zero pronouns inside the subordinate clause and nominal or topic that appear in the main clause .
282,3,As a result of this _comma_ we obtain both noun clusters and verb clusters .
283,3,However _comma_ they may yet re-emerge in the model under a different guise _comma_ as we shall see later .
284,3,Our experimental results indicate that for some classes of verbs the accuracy achieved in a disambiguation experiment can be improved by using the acquired knowledge of dependencies between case slots .
285,5,In principle _comma_ origin words can be freely chosen .
286,3,Let us consider for example the following VP : sortir dans le jardin-to go out into the garden .
287,2,The reason is that there are now two sources of recursion : in the DCG and in the FSA ( cycles ) .
288,3,The first experiment suggests that initial biasing of either lexical or transition probabilities is essential to achieve a good accuracy .
289,3,However _comma_ a significant portion of these sentences ( 23 out of the 58 ) return with bad parses _comma_ due to the skipping of essential words of the input .
290,5,The dialogue manager is responsible for maintaining the flow of conversation and making sure that the conversational goals are met .
291,4,Data sparseness is an inherent problem in statistical methods for natural language processing .
292,4,This knowledge may be expressed at different levels of abstraction depending on the phenomena involved : selectional restrictions ( SRs ) _comma_ lexical preferences _comma_ col-locations _comma_ etc .
