id,sentiment,review
1146,0,In its explicit dual Case-Explicit a PCA is added to the beginning of the Acts slot _comma_ which produces the verbalization :
3131,0,Thus A girl walks is accepted by this grammar .
5978,0,In other words _comma_ using the formalism one should be able to characterize the structural regularities of language with at least the sophistication of modern competence grammars .
288,0,The first experiment suggests that initial biasing of either lexical or transition probabilities is essential to achieve a good accuracy .
510,0,This research program will provide complementary evidence supporting hypotheses about the sources of information infants use in learning their native languages .
6017,0,Each element of the vector will represent a feature that is flagged 0 or 1 _comma_ absent or present .
5163,0,The difficulty of distinguishing between non-attributive _comma_ adjectival usage of participles ( i.e. er ist geladen ) and participles proper ( i.e. er hat den Wagen geladen ) was mentioned in the preceding section .
5376,0,Thus _comma_ the notion of what is informative is judged against a background of what is presupposed _comma_ i.e. propositions that all conversants assume are mutually known or believed .
7243,0,Brill 1995 outlines a transformation-based learner which learns guessing rules from a pre-tagged training corpus .
2493,0,The span of a grammar rule R is the length of the longest island  such that terminals and are both consumed ( directly or indirectly ) by R .
3842,0,One of the promising candidate for this is the centering theory Brennan et al. 1987 _comma_ Walker 1990 .
4004,0,When no top-down presentation operator applies _comma_ PROVERB chooses a bottom-up operator .
74,0,The over-generalization seems to be produced because of little difference in the nouns included in the rival classes .
6203,0,On the other hand _comma_ if temporal expressions indicate an overlap relation and cue words indicate a background relation as in  _comma_ these contributions are consistent and the RHET_RELN type will contain a background value ( the more specific value of the two ) :
1502,0,In this case the extraction process is invoked recursively to extract subrules rooted in the current node .
2006,0,This constraint rules out cases where VP-ellipsis obtains syntactically mismatched antecedents _comma_ such as example  and other non-parallel cases given in Kehler 1993b .
3915,0,One way of accounting for cancellations that occur later in the analyzed text is simply to extend the boundaries within which pragmatic inferences are evaluated _comma_ i.e. _comma_ to look ahead a few utterances .
6276,0,at the point after encountering and _comma_ the parser can reaccess the configuration after parsing John gave i.e. a stack consisting of a sentence and a verb-phrase _comma_ and an arc traversal by the verb .
5311,0,Abstract generation is _comma_ like Machine Translation _comma_ one of the ultimate goal of Natural Language Processing .
7159,0,We also assume that the category of the right branch of a ( sub ) tree represents the category of the ( sub ) tree itself .
1124,0,We look further at this issue in the next section .
1786,0,`` # n '' _comma_ the number of nouns appearing in the corpus that are contained in the class .
6557,0,CLOSED_THREADS : Threads no longer available for continuation .
1460,0,At the same time it often remains unclear how these optimizations relate to each other and what they actually mean .
2995,0,The psychological desirability of such a Full Attachment model has been argued for _comma_ especially with regard to the processing of head-final languages _comma_ where evidence has been found of pre-head structuring Inoue and Fodor 1991 _comma_ Frazier 1987 .
3944,0,So why does Ray ( r ) in  REPEAT Harry 's ( h ) assertion of it does _comma_ and why does Harry PARAPHRASE himself and Ray in .
3818,0,based on information explicitly provided in the dialogue or _comma_
4467,0,The model is trained using a set of initial transition biases _comma_ including both positive and negative constraints on tag sequences .
4413,0,This is most obvious in _comma_ but is not limited to _comma_ sentences involving coordination .
4383,0,Dalrymple et al. 1991 ( henceforth _comma_ DSP ) give an equational treatment of ellipsis via higher-order unification which _comma_ amongst other things _comma_ provides an insightful analysis of the interactions between ellipsis and quantification .
6751,0,First _comma_ when the subproof that has the structure of Figure  is the current presentation task _comma_ tested by ( task ) .
2526,0,To apply the centering theory that is originally for a sequence of sentences _comma_ namely discourse _comma_ we regard the subordinate clause and the main clause as a segment of discourse respectively .
3129,0,We focus on the linguistic basis of these approaches _comma_ using only selectional restrictions _comma_ so that our analysis is independent of the vagaries of a particular knowledge representation .
3550,0,By using the same notion of head both for parsing and for generation _comma_ both techniques become even closer .
4737,0,That is _comma_ the mathematical entities we introduce should clearly reflect the intuitions important to LFG theorising -- `` No coding ! '' _comma_ should be our slogan .
6516,0,In fact _comma_ this is not so .
6700,0,There is no appeal to any construction algorithm ; we have simply stated how we want the different pieces to fit together .
6069,0,This algorithm gives the correct results in examples such as the following :
6528,0,The anaphora module is called again to resolve the anaphoric pronoun its _comma_ which is possible _comma_ in this example _comma_ since the previous PPs have been attached and there is no anaphors before .
4680,0,A description is an entity that can be interpreted as true or false of an object _comma_ and using feature structures as descriptions accrues several computational benefits .
1258,0,The most common ( accumulated ) error is the confusion of proper nouns and common nouns -- a result of the fact that both proper nouns and common nouns are both capitalized in German .
5047,0,This is a deliberately naive approach _comma_ and it is adopted with the goal of continuing in the relatively `` knowledge-free '' tradition of work in HMM tagging .
6800,0,The ( tactical ) generation problem is the task to generate a string from a semantic representation according to the syntax-semantics-relation defined in a given grammar .
1473,0,If a clause with `` garu / gat-ta '' is a subordinate clause _comma_ the experiencer cannot be identified with a semantic role corresponding to the subject of main clause or higher clause .
6216,0,adjective vs. noun vs. verb ( return _comma_ field ) _comma_
5169,0,Some presuppositions are inferrable when certain lexical constructs ( factives _comma_ aspectuals _comma_ etc ) or syntactic constructs ( cleft and pseudo-cleft sentences ) are used .
4273,0,Finally we will discuss the future of the model .
619,0,The programs make crucial use of the prediction function  in evaluating candidate tone transcriptions .
5659,0,The agent constructs an initial referring expression plan in almost the same way as in Heeman and Hirst 's system .
3252,0,These properties motivated our choice of relative entropy for similarity measure _comma_ because of the intuition that words with sharper distributions are more informative about other words than words with flat distributions .
3615,0,We regard Paradigme as a field for the interaction between text and episodes in memory -- the interaction between what one is hearing or reading and what one knows Schank 1990 .
4431,0,By the strong plan-based account _comma_ we mean models where there is a set of personal goals which directly motivates all the behavior of the agent .
380,0,We are considering those future works that follow :
458,0,Valences for concatenation of each molecule are represented by typed lambda-variables .
2208,0,Such distributions are referred to as ` dendroid distributions ' in the literature .
5961,0,The feature value `` compulsory '' indicates that if the applicability condition is satisfied _comma_ and the style of the operator conforms to the global style the text planner is committed to _comma_ this operator should be chosen .
448,0,In addition _comma_ languages that provide an identifiable topic function ( e.g. Japanese ) suggest that topic takes precedence over subject .
24,0,MLE _comma_ as its name suggests _comma_ selects a model which maximizes the likelihood of the data _comma_ that is _comma_  .
3910,0,To be coherent _comma_ utterances within a discourse segment require more than is embodied in their individual syntactic and semantic representations alone ; additional inter-utterance constraints must be met .
5904,0,ND proofs were tested as input to an early version of the MUMBLE system of McDonald 1983 _comma_ the main aim however _comma_ was to show the feasibility of the architecture .
4465,0,If there are k rules in the grammar and thus k parameters _comma_ then the search takes place in a fixed k-dimensional space  .
4870,0,It will assign a value close to 1.0 if two words share many neighbors _comma_ and 0.0 if they share none .
244,0,This constraint is imposed only to require that the second clause contain the past perfect instead of the simple past .
4317,0,Intended testing is discussed .
2067,0,Previous research has identified three means by which speakers signal information about discourse structure to listeners : Cue words and phrases Grosz and Sidner 1986 _comma_ Reichman 1985 ; Intonation Hirschberg and Pierrehumbert 1986 ; Pronominalisation Guidon et al. 1986 _comma_ Brennan et al. 1987 .
4520,0,There are probably many reasons why performance is much better than the complexity results suggest _comma_ but the most important may be that :
1277,0,That is _comma_ the number of parameters in the models selected by MDL converge to that of the true model Rissanen 1984 .
2763,0,hypotheses for correction of string errors which should be delayed Erbach 1993 .
1313,0,The sequence of transitions corresponding to John likes Sue being a sentence _comma_ is given in Figure  .
4039,0,Writing something like  _comma_ where W may contain occurrences of B _comma_ says that W holds for the contextually unique individual B which satisfies the restriction that B is a woman ( is a singleton set of women ) .
6781,0,We earlier described two taggers for French _comma_ a statistical one and a constraint-based one .
1537,0,Even more homogeneity is introduced to an incremental system if the default descriptions are given in terms of input specifications .
2881,0,Considering the first of these points _comma_ namely a close relation to a simple probabilistic model _comma_ a good place to start the search might be with a right-branching finite-state grammar .
7253,0,there is an empirical way to determine an optimum collection of rules _comma_ since acquired rules are subject to rigorous direct evaluation in terms of precision _comma_ recall and coverage ;
3287,0,For example _comma_ deciding ` littlekitty ' is a word is less disastrous than deciding ` li ' _comma_ ` tle ' _comma_ ` ki ' and ` ty ' are all words _comma_ because assigning meaning to ` littlekitty ' is a reasonable first try at learning word-meaning pairs _comma_ whereas trying to assign separate meanings to ` li ' and ` tle ' is problematic .
4986,0,The CCG rules  shown in Figure are implemented in the system described in this paper .
3554,0,This state holds during the present _comma_ and so its location time is n .
7090,0,However _comma_ if coordination of the first two conjuncts occurs at this level _comma_ it is difficult to see how to deal with the final conjunct .
6226,0,At this point a further  - reduction is needed .
4517,0,Observe _comma_ however _comma_ that such a bottom-up synthesis of a new unsaturated type is only required _comma_ if that type is to be consumed ( as the antecedent of an implication ) by another type .
6956,0,The set of selected clauses is called the chart .
4101,0,A lexical entry qualifies as a potential leaf node if its semantic form is a non-trivial substructure of the input semantics ( rule ( lex ) ) .
735,0,In our experiments we measured word precision and word recall ( micro-average ) .
3414,0,The current version of the implementation uses a straightforward tokenizer accepting one line per token .
748,0,A preference rule used in this process represents a heuristic local preference on consecutive rhetorical relations between sentences .
2829,0,For practical NL applications _comma_ it is desirable to have a best-first search strategy _comma_ which follows the most promising paths in the search space first _comma_ and finds preferred solutions before the less preferred ones .
5529,0,Obligations also cannot be reduced to simple expectations _comma_ although obligations may act as a source of expectations .
1230,0,Future lines of research will mainly concentrate on improving the local normalization technique by solving the noun sense ambiguity .
3535,0,As a further illustration of the constraints places on shared subtrees _comma_ Figure  shows a local tree that could appear in a derivation tree .
4236,0,Some examples of translations before and after the introduction of the new processing are given below .
3186,0,In plan construction _comma_ the hierarchy is used for constructing initial referring expression plans _comma_ and for elaborating on inadequate plans by allowing an agent to choose the most salient properties of the referent first .
2843,1,Our novel generation algorithm has polynomial complexity (  ) .
6298,0,Type indicates the diagnostic about the class appropriateness .
6112,0,Furthermore _comma_ the constraints suggested in Grosz et al. 1986 succeed in many cases without invoking an independent structural parallelism constraint _comma_ due to the distinction between continuing and retaining _comma_ which Kameyama fails to consider .
6144,0,I have suggested that what is important is to choose the tagset required for the application _comma_ rather than to optimise it for the tagger .
4189,0,For the first processing stage we need to place the subject markers _comma_ and _comma_ as a further task _comma_ disambiguate tags .
7231,0,There seem to be two reasons why shifts occur in the TODs .
2867,0,This dataflow analysis takes as input a specification of the paths of the start category that are considered fully instantiated .
2059,0,use another semantic information as well as thesauruses _comma_ such as selectional restriction
20,0,Perhaps what is needed is a `` similarity measure '' between two models M and M ' _comma_ such that if a corpus were tagged with model M _comma_ M ' is the model obtained by training from the output corpus from the tagger as if it were a hand-tagged corpus .
583,0,We could show that natural language syntax is self-organizable _comma_ in that each linguistic objects do not need to be poured into ` molds ' _comma_ viz. _comma_ externally given grammar .
6632,1,How do children combine the information they perceive from different sources ?
3685,0,We tagged several texts of different origins _comma_ except from the Brown Corpus .
4800,0,A strict top-down evaluation strategy suffers from what may be called head-recursion _comma_ i.e. the generation analog of left recursion in parsing .
1093,0,where  is an experimentally-determined interpolation parameter .
3689,0,In Gorrell 's model _comma_ `` unconscious '' garden paths may be processed via the addition of structural relations to a monotone increasing set at the point of disambiguation _comma_ but there is no discussion as to how the parser decides which relations to add .
7013,0,discounting the estimates of previously observed events to leave out some positive probability mass for unseen events _comma_ and
4151,0,In the first place _comma_ Cutting et al. do not compare the success rate in their work with that achieved from a hand-tagged training text with no re-estimation .
3094,0,When another agent requests that some action be performed _comma_ the request itself brings an obligation to address the request : that is _comma_ either to accept it or to reject it ( and make the decision known to the requester ) - the requestee is not permitted to ignore the request .
5740,0,The hypotheses in figure  seem completely plausible _comma_ but the relationship of cognitive effort to dialogue behavior has never been explored .
5285,0,These principles indirectly provide a means to ensure mutual belief .
718,0,We also conclude that  _comma_ ( l / h = 1.1 ) and .
6352,0,However _comma_ the head of the subject is then found and number agreement with the verb can be assessed .
188,0,decomposition of complex utterances through recursive linguistic structure .
4468,0,Thus we have an appropriate level to perform substring coordination .
3215,0,Second _comma_ control was exchanged when the execution of the task started to go awry .
4206,0,On this view _comma_ a key element of local coherence is centering _comma_ a system of rules and constraints that govern the relationship between what the discourse is about and some of the linguistic choices made by the discourse participants _comma_ e.g. choice of grammatical function _comma_ syntactic structure _comma_ and type of referring expression ( proper noun _comma_ definite or indefinite description _comma_ reflexive or personal pronoun _comma_ etc . )
818,0,I claim that a model of the achievement of mutual belief of understanding can be extended to the achievement of other goals in dialogue .
2616,0,This was obtained from the meaning postulate by substituting  for B and using .
6863,0,The tests are processed in the order shown .
6679,0,By using constraints and preferences _comma_ we can considerably reduce the amount of ambiguity in the temporal / rhetorical structure of a discourse .
1562,0,An interesting model is described by Airenti et al. 1993 _comma_ which separates out the conversational games from the task-related games in a way similar way to Litman and Allen 1987 .
7213,0,It should be capable of capturing fully the linguistic intuitions of language users .
469,0,Intuitively _comma_ however _comma_ the need for the multiple use of an f-structure meaning results not from the appearance of a particular lexical item ( e.g. _comma_ a conjunction ) or a particular syntactic construction ( e.g. _comma_ parasitic gap constructions ) _comma_ but instead results from multiple paths to it from within the f-structure that contains it _comma_ where structure sharing is motivated on syntactic grounds .
3430,0,MIS is similar to mutual infromation used by Church to calculate semantic dependencies between words Church et al. 1991 .
4697,0,a definition of the tag set to be used by the HMM _comma_
6338,0,This result is neither interpretation  nor shown above .
1678,0,In DRT _comma_ such sentences trigger box-splitting with the eventuality of the subordinate clause and an updated reference time in the antecedent box _comma_ and the eventuality of the main clause in the consequent box _comma_ causing undesirable universal quantification over the reference time .
4835,0,Agglutinative languages could be handled efficiently by the current mechanism if specifications were provided for the affix combinations that were likely to occur at all often in real texts .
3380,0,is predicted to be acceptable _comma_ as are the following _comma_
5102,0,( Note that this assumption is the simplest among those that relax the independence assumption . )
5250,0,In this table we can see some examples of the five types of manual diagnostic :
5419,0,We mean by multilinguality that the same processing is applied for different languages .
1298,0,Definition 9 .
3597,0,The logarithm with ` + ' is defined to be 0 for an argument less than 1 .
677,0,We won't show the complete declaration of the  - reducer _comma_ but the key clause is simply :
3241,0,Note that there is a trade-off between recall and accuracy -- if all possible segmentation points were added _comma_ recall would be 100 % but accuracy would be low ; likewise _comma_ if only one segmentation point was added between two words _comma_ accuracy would be 100 % but recall would be low .
1745,0,The effect is to treat Fred a book as a verb phrase missing its verb .
5814,0,TENASP : Keeps track of the tense and syntactic aspect of the DCU ( if the DCU is simple ) .
2967,0,For example _comma_ each transition type can be augmented with a feature ( +/ - ) denoting whether or not that transition has been iterated .
2188,0,-Prolog is a logic programming language based on higher-order hereditary Harrop formulae Miller et al. 1991 .
2031,0,If significant human intervention is needed to provide the biasing _comma_ then the advantages of automatic training become rather weaker _comma_ especially if such intervention is needed on each new text domain .
5017,0,In addition _comma_ we argue that various linguistic devices are necessary for conversational participants to coordinate their contributions to the dialogue and agree on their mutual beliefs with respect to a evolving plan _comma_ for example _comma_ to agree that a particular subgoal has been achieved .
4220,0,Then the abstracts were generated and were compared with the selected key sentences .
3475,1,In this paper _comma_ I propose a model of the role of informationally redundant utterances in providing evidence to support inferences about mutual understanding and acceptance .
3461,0,Some aspects of the structure of dialogue arises from the structure of these purposes and their relation to one another .
1495,0,T0 Un-degraded transition probabilities _comma_ calculated from  .
3651,0,We sketch algorithms allowing the numerical parameters of our probabilistic interpretations of HPSG to be estimated from corpora .
32,0,Anaphoric expressions in the semantics are independently referential and are resolved through purely semantic means regardless of the type of discourse inference .
4889,0,We present a different method that takes as starting point the back-off scheme of Katz 1987 .
5369,0,In addition _comma_ we restrict the summation to sufficiently similar words _comma_ whereas the cooccurrence smoothing method sums over all words in the lexicon .
5307,0,From this output it can be seen that the grammar manages reasonably well with noun phrases _comma_ but is unable to deal with questions ( the initial auxiliary have remains unattached ) .
6616,0,Tuples of compatible derived feature structures are stored in the compatibility array using exactly the same approach used to store feature structures in the main recognition array .
2407,0,Class 49 consists of proper nouns .
1264,0,This lref _comma_ implicitly suggested by each CoL verb _comma_ can be either the initial location ( as with partir-to leave ; sortir-to go out ) _comma_ or the path ( passer _comma_ traverser-to pass through ) or the final location ( arriver-to arrive ; entrer-to enter ) of the motion .
5963,0,Accurate distance matrices _comma_ corresponding highly to those obtained by the tedious uncovering of thousands of isoglosses _comma_ can be obtained by averaging the Levenshtein distance between phonetic strings _comma_ weighting equally all insertion _comma_ deletion _comma_ and substitution operations on the constituent phones .
4338,0,Barry and Pickering 1993 propose a calculus in which is dealt with using a product operation _comma_ and abstraction is limited to categories which do not act as a function in the derivation .
4142,0,In the first domain _comma_ we created this grammar by hand ; the grammar was a small English-like probabilistic context-free grammar consisting of roughly 10 nonterminal symbols _comma_ 20 terminal symbols _comma_ and 30 rules .
4532,0,This completes our mathematical picture of LFG ontology .
7006,0,After processing the proposition John left the set of worlds is refined down to those worlds in which John left .
3947,0,The basic idea -- it 's the key idea underlying first order Kripke semantics -- is to move from dealing with a single model to dealing with a collection of models linked by an accessibility relation .
2381,0,With our integrated heuristic scheme _comma_ good / close parses were returned in 30 sentences ( 6 additional sentences ) .
5602,0,affirm that the plan was expanded with the suggestion by using the s-affirm speech act ;
6393,0,As in the experiments above _comma_ BW re-estimation gave a decrease in accuracy when the starting point was derived from a significant amount of hand-tagged text .
6061,0,Whereas it is edited by some lexicographers _comma_ a dictionary is a set of associative relation shared by the people in a linguistic community .
4970,0,The test data for this experiment were pruned word lattices for 403 WSJ closed-vocabulary test sentences .
5218,0,In fact _comma_ the only clause in the satisfaction definition which is at all complex is that for  .
2790,0,The candidate disambiguators are the words in the sentence _comma_ relationships among the words _comma_ and relationships among constituents already constructed in the parsing process .
4765,0,Briefly _comma_ the standard view within formal semantics _comma_ which Dalrymple et al. inherit _comma_ identifies semantic interpretation with composition : interpretation is the process of taking the meanings of various constituents and composing them together to form the meaning of the whole .
2016,0,In two of the patterns _comma_ the re-estimation ultimately reduces the accuracy of the tagging rather than improving it .
1891,0,The elements of the imagery system _comma_ called `` imagens '' _comma_ are connected to the logogens in the verbal systems via referential connections .
1055,0,In the Penn treebank tree-tagged corpus Marcus 1991 _comma_ for instance _comma_ about 80 percents of the rules are concerned with peculiar sentences which include inversive _comma_ elliptic _comma_ parenthetic _comma_ or emphatic phrases .
6787,0,Corresponding to the linearity restriction in LIG we require that any part of the mother 's tree is passed to at most one daughter .
2186,0,As has been amply demonstrated over the last fifteen years _comma_ this view permits perspicuous analyses of a wide variety of linguistic data .
2113,0,Since we are working towards a hierarchical language structure _comma_ we may want the words within constituents correctly tagged _comma_ ready for the next stage of processing .
4905,0,It is perhaps worth adding that at present the authors simply do not know what the best response is .
6501,0,If neither training corpus nor lexicon are available _comma_ use BW re-estimation with standard convergence tests such as perplexity .
4613,0,Then _comma_ when the first four words are recognized _comma_ they can form a complete sentence of  .
5728,0,the inside ;
3318,0,However _comma_ further research is needed to determine how realistic these estimates turn out to be .
6757,0,partially vocalised texts incorporate some short vowels to clarify ambiguity _comma_ e.g.  kutb for /kutib/ to distinguish it from /katab/ ; and
1020,0,Augmenting the strength of an assumption thus decreases its relative defeasibility .
5173,0,Consider the sentence :
4610,0,If successful _comma_ such an approach has obvious benefits : one can use whatever sources of good word groupings are available -- primarily unsupervised word clustering methods _comma_ but also on-line thesauri and the like -- without folding in the complexity of dealing with word senses at the same time .
408,0,To realize a domain-independent abstract generation system _comma_ a computational theory for analyzing linguistic discourse structure and its practical procedure must be established .
1468,0,For example _comma_ it may be interesting to separate material which occurs at the start of the input from that appearing elsewhere .
4487,0,The pattern which is applicable can be predicted from the quality of the initial model and the similarity between the tagged training corpus ( if any ) and the corpus to be tagged .
2651,0,The expert has control for around 90 % of utterances in the TODs whereas control is shared almost equally in the ADs. Secondly _comma_ contrary to our expectations _comma_ we did find some instances of shifts in the TODs .
2427,0,in the two contexts
4583,0,A nucleus is defined as a structure containing a preparatory process _comma_ culmination and consequent state .
2491,0,Most of this analysis is fairly orthodox .
1508,0,The quantificational structure of such sentences can be analyzed either by an iteration of monadic quantifiers _comma_ or as a single dyadic quantifier of type  .
6305,0,It also may be useful to include some features of human dialogue in man-machine dialogue .
6465,0,Sanctioned non-coverage means that some number of special ` ignore ' rules have been applied which simulate coverage of input material lying between the islands _comma_ thus in effect making the islands contiguous .
1667,0,Definition 5 .
4572,0,Each step is discussed and illustrated in figure  .
2245,0,The word we are interested in is  .
2021,0,Additional code is added to maintain a chart of known successes and failures of each rule .
2431,0,Structure-sharing can therefore be used effectively because checking the applicability of rules at each step in the derivation involves the comparison of structures of limited size .
4398,0,Paradigme can directly compute the similarity between any two words in LDV _comma_ and indirectly the similarity of all the other words in LDOCE .
6264,0,This is clearly undesirable .
1647,0,Instead of thinking of John gave and by Chomsky as deleted _comma_ we can also think of them as shared by the two conjuncts .
3420,0,It therefore seems likely that grammars of the type considered in this paper ( i.e. with relatively detailed phrase structure components _comma_ but comparatively simple from a unification perspective ) _comma_ although realistic _comma_ do not bring the parsing algorithms involved anywhere near the worst-case complexity .
4779,1,For a large class of grammars in effect identical operations can be performed off-line thereby allowing for more efficient processing .
3980,0,The following production may be glossed : `` if in state q and scanning the symbol X _comma_ then change state to q ' _comma_ write the symbol Y and move left '' .
2534,0,In order to do this a number of subsidiary tasks will be addressed .
5460,0,The numbers presented in the previous section are intuitively unsatisfying .
1355,0,These words are added to the lexicon at the end of first iteration when re-estimation is being used _comma_ so that the probabilities of their hypotheses subsequently diverge from being uniform .
5186,0,Although the type of reference that we wish to model does not rely on these assumptions _comma_ we can nevertheless draw from these theories .
6520,0,Here we want to stress that our primary task was not to evaluate the taggers themselves but rather their performance with the word-guessing modules .
1520,0,Indeed _comma_ verbs like sortir intrinsically suggest a location of which we have gone out .
4211,0,This result is in accordance with the informal reasoning given in section  .
3003,0,Let  be the reciprocal of the number of appearance of ( as its root form ) in Glossme .
1700,0,We must have some well-defined method of measuring hypothesis sizes for this method to work .
6921,0,In this light _comma_ it is not surprising that the word-type method does better on cardinals .
7114,0,Most editors allow the user to enter such diacritics above and below letters .
978,0,From this _comma_ we conclude that HL is the only sequence with an intercept significantly different from zero _comma_ and that  for HH and LL sequences .
6554,0,There are two possible solutions for cat_2 as a result of the fact that the filtering resulting from the magic literal in rule  is too unspecific .
5129,0,We used tagged Wall Street Journal text from the Penn treebank _comma_ which has a tag set size of about fifty .
6989,0,Languages with a rich morphology may be more difficult than English since with fewer tokens per type _comma_ there is less data on which to base a categorization decision .
4936,0,One subject was required to get the other subject to rearrange his set to match the ordering of her set _comma_ and to do so through conversation alone .
4534,0,For example _comma_ instead of judging bank as a financial institution as more plausible than bank as a riverbank in the noun phrase the rich bank _comma_ we can compare the number of co-occurrences of the lexemes rich and bank  ( = riverbank ) versus rich and bank ( = financial institution ) in a semantically analysed corpus .
3134,0,In this model _comma_ mutual beliefs depend on evidence _comma_ openly available to the conversants _comma_ plus a number of underlying assumptions .
2437,1,Our goal is to generalize the constraints inherent in LIG _comma_ to a formalism that manipulates feature structures rather than stacks .
325,0,For example _comma_ the data in Figure  can be generated by a word-based model _comma_ and the data in Figure by a class-based model .
5441,0,The framework yields an algorithm that computes the conversational _comma_ conventional _comma_ scalar _comma_ clausal _comma_ and normal state implicatures ; and the presuppositions that are associated with utterances .
7311,0,SEM_ASPECT : Contains the semantic aspect ( event _comma_ state _comma_ activity ) .
3595,0,Previous work by Manny Rayner and the author Samuelsson and Rayner 1991 attempts to tailor an existing natural-language system to a specific application domain by extracting a specialized grammar from the original one using a large set of training examples .
1617,0,It is shown that for a large class of grammars the subsumption check which often influences processing efficiency rather dramatically can be eliminated through fine-tuning of the magic predicates derived for a particular grammar after applying an abstraction function in an off-line fashion .
4853,0,A grammar may be inferred from positive examples alone for certain subsets of regular languages Garcia and Vidal 1990 _comma_ or an inference process may degenerate into a look up procedure if every possible positive example is stored .
1168,1,The aim of the experiment is to determine _comma_ crudely _comma_ whether a bigger tagset is better than a smaller one _comma_ or whether external criteria requiring human intervention should be used to choose the best tagset .
6407,0,The system is now utilized as a text browser for a prototypical interactive document retrieval system .
2831,0,However _comma_ on the long run _comma_ the tree notation suggests a more general relation _comma_ e.g. more internal structure or additional _comma_ terminal leaf nodes in the local syntax tree .
5751,0,The two reasons for missing information necessitate different methods of treatment which nevertheless both can uniformly be integrated into regular processing .
1170,0,A claim of this paper is that one role of IRU 's is to ensure that these assumptions are supported by evidence _comma_ thus decreasing the defeasibility of the mutual beliefs that depend on them Galliers 1991 .
4238,0,Therefore _comma_ the case value can be inherited .
732,0,Preference values can ( but need not ) be interpreted as probabilities .
6784,0,In sentence  _comma_ the location time of the event in the main clause is restricted to fall ( just ) after the event time of the event of the subordinate clause .
1346,0,This demonstrates the versatility of the general model _comma_ since it can be applied to two very different tone languages .
6772,1,In this paper _comma_ we discuss the interaction of temporal anaphora and quantification over eventualities .
2430,0,describes an activity and describes an atelic _comma_ or
6799,0,The mapped entries are presented in a very narrow phonetic transcription based on the International Phonetic Alphabet .
2513,0,That is _comma_ while either of sentences  or can have the purely conjunctive reading _comma_ only sentence can be understood to mean that Hillary 's becoming angry was caused by or came as a result of Bill 's becoming upset .
5616,0,The parser was applied to two different domains _comma_ IBM Computer Manuals and the Wall Street Journal .
